LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal
LRP045b,44.245,Bridge,End of Bridge R C C,25.8343608,89.6090556
LRP046,45.007,Km Post,Kurigram 5 km,25.8282493,89.6118056
LRP047,46.007,Km Post,Km post missing,25.8189716,89.6116111
LRP047a,46.075,Culvert,Box Culvert 2 vent,25.8188604,89.6115833
LRP047b,46.085,Culvert,Box Culvert 2 vent,25.8188049,89.6115833
LRP047c,46.555,Culvert,Box Culvert,25.8148056,89.6126667
LRP047d,46.97,Round About,Z 5614 Rajarhat right,25.8115833,89.6146111
LRP048,47.007,Km Post,Km post missing,25.8111667,89.6150278
LRP049,48.007,Km Post,Km post broken,25.8094722,89.6244716
LRP050,48.857,Km Post,Kurigram 1 km,25.8109167,89.6323049
LRP050b,49.777,Culvert,Box Culvert,25.81275,89.642833
LRP051,49.857,Km Post,Kurigram 00 km,25.8130278,89.642833
LRPE,50.017,Others,End at kurigram Shapla chattor and Meet with Z 5622 & Z 5621,25.8130278,89.643333
,,,,,
,,,,,
LRPS,0.0,Others,Start from N 5 at Hatikamrul Round about,24.4192216,89.5518056
LRP001,0.14,Km Post,Natore 68 km Rajshahi 116 km,24.4188604,89.5505
LRP002,1.035,Km Post,Natore 67km Rajshahi 115km,25.4164722,89.5420552
LRP002a,1.092,Culvert,Box Culvert,25.4163889,89.5417497
LRP002b,1.705,Culvert,Box Culvert,25.4146667,89.5358052
LRP002c,2.03,Culvert,Box Culvert,24.4136111,89.5325271
LRP003,2.04,Km Post,Natore 66km Pabna 92km,24.4136944,89.5327216
LRP003a,2.389,Bridge,Start of bridge,24.4126667,89.5296382
LRP003b,2.447,Bridge,End of bridge,24.4124722,89.5290271
LRP003c,2.915,Culvert,Box Culvert,24.4108333,89.5244438
LRP004,3.05,Km Post,Natore 65km Rajshahi 113km,24.4105278,89.5234716
LRP004a,3.212,Culvert,Box Culvert,24.4102778,89.5220271
LRP004b,3.513,Culvert,Box Culvert,24.4101667,89.5213882
LRP004c,3.766,Culvert,Box Culvert,24.4100556,89.5163889
LRP005,4.06,Km Post,Natore 64km Rajshahi 112km,24.4098056,89.5136667
LRP005a,4.28,Bridge,Start of bridge,24.4094167,89.5115556
LRP005b,4.376,Bridge,End of bridge,24.4093056,89.5106944
LRP005c,4.697,Culvert,Box Culvert,24.4095,89.5077778
LRP005d,4.803,Culvert,Box Culvert,24.4083333,89.5063889
LRP006,5.07,Km Post,Natore 63km Kustia 120km,24.4068333,89.5046667
LRP006a,5.566,Culvert,Box Culvert,24.4042778,89.5006944
LRP006b,5.907,Culvert,Box Culvert,24.4029722,89.4969441
LRP007,6.07,Km Post,Natore 62km Kustia 119km,24.4026111,89.4959997
LRP007a,6.274,Culvert,Box Culvert,24.4020278,89.4941663
LRP008,7.08,Km Post,Natore 61km Rajshahi 109 km,24.3994441,89.4868052
LRP008a,7.982,Culvert,Box Culvert,24.3969441,89.4783327
LRP009,8.08,Km Post,Natore 60 km Pabna 86 km,24.3966386,89.477416
LRP009a,8.107,Culvert,Box Culvert,24.3961386,89.4761104
LRP009b,8.483,Culvert,Box Culvert,24.3970274,89.473666
LRP010,9.08,Km Post,Natore 59km Rajshahi 107 km,24.3932497,89.4681938
LRP010a,9.678,Culvert,Box Culvert,24.3917774,89.4626111
LRP010b,9.977,Culvert,Box Culvert,24.3909719,89.4598056
LRP011,10.08,Km Post,Natore 58 km Rajshahi 106 km,24.3906663,89.4588889
LRP011a,10.109,Culvert,Box Culvert,24.3902774,89.4578333
LRP012,11.09,Km Post,Natore 57 km Pabna 83 km,24.3875274,89.4496386
LRP012a,11.575,Culvert,Box Culvert,24.3859719,89.4449997
LRP012b,11.782,Culvert,Box Culvert,24.3853608,89.4431663
LRP012c,11.98,Bridge,Start of Bridge,24.3847497,89.4413052
LRP012d,12.04,Bridge,End of Bridge,24.3845552,89.4407774
LRP013,12.21,Km Post,Natore 56 km Rajshahi 104 km,24.3894997,89.4392497
LRP013a,12.437,Culvert,Box Culvert,24.3829438,89.437333
LRP013b,12.566,Culvert,Box Culvert,24.3824993,89.4361386
LRP014,13.1,Km Post,Natore 55 km Rajshahi 103 km,24.382416,89.4310271
LRP014a,13.33,Bridge,Start of bridge,24.3818604,89.4288882
LRP014b,13.39,Bridge,End of bridge,24.3816938,89.4283049
LRP014c,13.971,Culvert,Box Culvert,24.3804438,89.4228604
LRP014d,14.097,Culvert,Box Culvert,24.3803327,89.4202771
LRP015,14.11,Km Post,Natore 54 km Pabna 80 km,24.3803882,89.4213604
LRP015a,14.428,Culvert,Box Culvert,24.3801382,89.4183327
LRP015b,14.74,Bridge,Start of Bridge,24.3799716,89.4152778
LRP015c,14.81,Bridge,End of Bridge,24.3798882,89.4147222
LRP015d,14.996,Culvert,Box Culvert,24.3797216,89.4126111
LRP015e,15.04,Cross Road,Z 5046,24.3796382,89.4122778
LRP016,15.11,Km Post,Natore 53 km Rajshahi 101 km,24.3795549,89.4116111
LRP016a,15.676,Culvert,Box Culvert,24.3784716,89.4063333
LRP016b,16.078,Culvert,Box Culvert,24.3778049,89.4025
LRP017,16.12,Km Post,Natore 52 km Rajshahi 100km,24.3776382,89.4016667
LRP017a,16.426,Culvert,Box Culvert,24.3770271,89.3990274
LRP017b,16.932,Culvert,Box Culvert,24.3761104,89.3942219
LRP018,17.12,Km Post,Natore 51km Kustia 108 km,24.3757493,89.3924163
LRP018a,17.187,Culvert,Box Culvert,24.3755827,89.3916663
LRP018b,17.465,Culvert,Box Culvert,24.3751104,89.3891663
LRP019,18.05,Km Post,Natore 50 km Rajshahi 98 km,24.3738882,89.3829716
LRP019a,18.397,Culvert,Box Culvert,24.3729716,89.3804438
LRP019b,19.04,Bridge,Start of bridge,24.3702216,89.374916
LRP019c,19.1,Bridge,End of bridge,24.3699993,89.3743882
LRP020,19.21,Km Post,Natore 49km Rajshahi 97 km,24.3695549,89.3732216
LRP020a,19.355,Bridge,Start of bridge,24.3688882,89.3709716
LRP020b,19.525,Bridge,End of bridge,24.3688049,89.370416
LRP021,20.14,Km Post,Natore 48km Kustia 105 km,24.367416,89.3643611
LRP021a,20.36,"Side Road, Left",Side Road left R604,24.3671104,89.3623611
LRP022,21.155,Km Post,Natore 47 km Rajshahi 95 km,24.3656667,89.3519167
LRP022a,21.165,Culvert,Box Culvert,24.3656389,89.3546111
LRP022b,21.383,Culvert,Box Culvert,24.3647778,89.3525278
LRP022c,21.992,Culvert,Box Culvert,24.3643889,89.3463886
LRP023,22.16,Km Post,Natore 46 km Rajshahi 94 km,24.3641667,89.3449719
LRP023a,22.87,Bridge,Start of bridge,24.3630833,89.3381386
LRP023b,23.02,Bridge,End of bridge,24.3628611,89.3366108
LRP024,23.16,Km Post,Km post missing,24.3558889,89.3355552
LRP024a,23.865,Bridge,Start of bridge,24.35875,89.3299993
LRP024b,24.0,Bridge,End of bridge,24.3578056,89.3289438
LRP025,24.16,Km Post,Km post missing,24.3573056,89.3284438
LRP025a,25.174,Others,Natore RHD start,24.3508056,89.3205271
LRP025a,25.174,Others,Natore RHD start,24.3508056,89.3205271
LRP026,25.18,Km Post,Natore 43km Rajshahi 91 km,24.3508333,89.3205549
LRP026a,25.557,Culvert,Box Culvert,24.3508611,89.31625
LRP026b,25.825,Bridge,start of bridge,24.3510278,89.3141667
LRP026c,25.98,Bridge,End of Bridge,24.3511111,89.3126389
LRP027,26.18,Km Post,Inf missing,24.3512222,89.3107222
LRP027a,26.338,Culvert,Box Culvert,24.3514444,89.3086389
LRP027b,26.726,Culvert,Box Culvert,24.3522778,89.3056111
LRP027c,27.078,Culvert,Box Culvert,24.35225,89.3019444
LRP028,27.18,Km Post,Inf missing,24.352,89.3011667
LRP028a,27.442,Culvert,Box Culvert,24.3511111,89.2986941
LRP028b,27.912,Culvert,Box Culvert,24.3492219,89.2944441
LRP028c,28.11,Cross Road,Right to Gurudaspur Z 5209 left to Chatmohar,24.3481108,89.2931663
LRP029,28.21,Km Post,Natore 40 km Kustia 97 km,24.3472497,89.2920552
LRP029a,28.657,Culvert,Box Culvert,24.3462219,89.2884163
LRP030,29.18,Km Post,Natore 39 km Rajshahi 87 km,24.3454997,89.2832216
LRP030a,29.494,Culvert,Box Culvert,24.3451108,89.280166
LRP030b,29.782,Culvert,Box Culvert,24.3447497,89.2774993
LRP031,30.185,Km Post,Inf missing,24.3441941,89.2734438
LRP031a,30.646,Culvert,Box Culvert,24.3436108,89.2688882
LRP031b,31.133,Culvert,Box Culvert,24.3427219,89.26425
LRP032,31.185,Km Post,Natore 37 km Pabna 63 km,24.342583,89.2638056
LRP032a,31.544,Culvert,Box Culvert,24.3415552,89.2605556
LRP032b,32.123,Culvert,Box Culvert,24.339833,89.2550556
LRP033,32.185,Km Post,Natore 36 km Rajshahi 84 km,24.3396386,89.2544444
LRP033a,32.497,Culvert,Box Culvert,24.338333,89.2519722
LRP033b,32.896,Culvert,Box Culvert,24.3363608,89.2489441
LRP034,33.19,Km Post,Natore 35 km Kustia 92 km,24.3347774,89.2461941
LRP034a,33.995,Culvert,Box Culvert,24.3334997,89.238333
LRP035,34.19,Km Post,Natore 34 km Kustia 91 km,24.333166,89.2364997
LRP035a,34.702,Culvert,Box Culvert,24.3325271,89.2317216
LRP036,35.19,Km Post,Natore 33km,24.3317216,89.2267493
LRP036a,35.4,Bridge,Start of bridge,24.3315271,89.224916
LRP036b,35.43,Bridge,End of bridge,24.3314716,89.2245827
LRP036c,35.99,Culvert,Box Culvert,24.3306382,89.219166
LRP037,36.19,Km Post,Natore 32 km Rajshahi 80 km,24.3303049,89.2170549
LRP037a,36.593,Culvert,Box Culvert,24.3293882,89.2135278
LRP037b,37.084,Culvert,Box Culvert,24.3275827,89.2088333
LRP038,37.19,Km Post,Natore 31 km Rajshahi 79 km,24.3271938,89.2078611
LRP038a,37.695,Culvert,Box Culvert,24.3255549,89.2034444
LRP039,38.19,Km Post,Natore 30 km Rajshahi 78 km,24.3237493,89.1987219
LRP039a,38.676,Culvert,Box Culvert,24.3222216,89.1946386
LRP039b,38.986,Culvert,Box Culvert,24.3211938,89.1918608
LRP040,39.19,Km Post,Km post missing,24.3208049,89.1899163
LRP040a,39.275,Cross Road,Z 6015,24.3206938,89.1887497
LRP040b,39.363,Culvert,Box Culvert,24.3211104,89.1919997
LRP041,40.2,Km Post,Natore 28 km Rajshahi 76 km,24.3221382,89.1796938
LRP041a,40.462,Culvert,Box Culvert,24.321666,89.1772493
LRP042,41.2,Km Post,Banpara 10 km,24.3187493,89.1708049
LRP042a,41.71,Culvert,Box Culvert,24.321666,89.1772771
LRP042b,41.79,Culvert,Box Culvert,24.318166,89.1656389
LRP043,42.2,Km Post,Natore 26 km Kustia 83 km,24.3193049,89.1616944
LRP043a,42.268,Culvert,Box Culvert,24.3194438,89.1610833
LRP043b,42.482,Culvert,Box Culvert,24.3194438,89.1586667
LRP043c,42.537,Culvert,Box Culvert,24.3194438,89.1584722
LRP043d,42.975,Culvert,Box Culvert,24.3183882,89.1536111
LRP044,43.2,Km Post,Km post missing,24.3174438,89.1518056
LRP044a,43.33,Cross Road,Z 6015,24.3170827,89.1511667
LRP044b,43.688,Culvert,Box Culvert,24.3161111,89.1480552
LRP044c,43.928,Bridge,Start of bridge,24.3160833,89.1437219
LRP044d,43.963,Bridge,Ends of Bridge,24.3160833,89.1434719
LRP045,44.2,Km Post,Km post missing,24.3105278,89.1431941
LRP046,45.21,Km Post,Natore 23 km Rajshahi 71 km,24.3146944,89.1328327
LRP046a,45.393,Culvert,Box Culvert,24.3141667,89.1317216
LRP047,46.21,Km Post,Natore 22km Pabna 48 km,24.3107222,89.1239716
LRP047a,46.372,Culvert,Box Culvert,24.3105556,89.1235549
LRP047b,46.85,Culvert,Box Culvert,24.3083333,89.1189993
LRP048,47.21,Km Post,Natore 21km Rajshahi69 km,24.30675,89.1151389
LRP048a,47.367,Culvert,Box Culvert,24.3064444,89.1144722
LRP048b,47.69,Culvert,Box Culvert,24.3036389,89.1080556
LRP049,48.22,Km Post,Inf missing,24.3027778,89.1063056
LRP049a,48.673,Culvert,Box Culvert,24.3012222,89.1028889
LRP050,49.115,Km Post,Natore 19 km Rajshahi 67 km,24.2984163,89.0990552
LRP050a,49.189,Culvert,Box Culvert,24.298083,89.0986663
LRP050b,49.845,Culvert,Box Culvert,24.2969719,89.0935552
LRP051,50.25,Km Post,Natore 18 km Kushtia 74 km,24.2984719,89.0806382
LRPE,51.26,Others,End at Banpara Round about. & Connect with N 6,24.2984163,89.0797771
,,,,,
,,,,,
LRPS,0.0,Others,Start at Dosmile more infront of RHD distance sign boart Sharing Saidpur and Dinajpur.,25.7565556,88.6736938
LRP001,0.155,Km Post,Km post broken,25.75525,88.6734716
LRP002,1.155,Km Post,Km post missing,25.7462774,88.6716938
LRP003,2.085,Km Post,Dinajpur 14km,25.7382219,88.6704716
LRP004,3.085,Km Post,Km post missing,25.7292493,88.6680271
LRP005,4.055,Km Post,Fulbari 52km,25.721166,88.6647222
LRP005a,4.605,"Turn off, Right",Turn off right,25.7160278,88.6631667
LRP006,5.055,Km Post,Km post missing,25.7130556,88.6605556
LRP007,6.055,Km Post,Dinajpur 10km,25.7045556,88.6573333
LRP007a,6.065,Culvert,Box Culvert,25.7045556,88.6573333
LRP008,7.055,Km Post,Km post missing,25.6956108,88.6561389
LRP009,8.055,Km Post,Fulbari 48km,25.6867774,88.6553611
LRP009a,8.164,Culvert,Box Culvert,25.6858052,88.6552222
LRP010,9.055,Km Post,Km post missing,25.677916,88.6530833
LRP011,10.055,Km Post,Dinajpur 6km,25.6692771,88.65025
LRP012,11.055,Km Post,Km post missing,25.66025,88.6484719
LRP013,12.055,Km Post,Fulbari 44km,25.6519167,88.6465552
LRP013a,12.145,"Side Road, Left",R586 Dinajpur by pass.,25.6509167,88.6464719
LRP013b,12.92,Culvert,Cross Drain,25.6456941,88.6436108
LRP014,13.055,Km Post,Km post missing,25.6437497,88.6422219
LRP014a,14.0,Culvert,Slab Culvert,25.6356663,88.6381941
LRP015,14.075,Km Post,Dinajpur 2km,25.6354441,88.6380274
LRP015a,14.08,Round About,Cross Drain,25.6344163,88.6372219
LRP015b,14.455,Round About,Gonesh tola more,25.6323882,88.6361386
LRP015c,15.045,Round About,Lili more,25.6276104,88.634083
LRP015d,15.05,Round About,Lili more,25.6276104,88.634083
LRP016,15.075,Km Post,Km post missing,25.6276104,88.634083
LRP016a,15.275,Culvert,Cross Drain Culvert,25.6271104,88.6361663
LRP016b,15.375,Monument,Shadinota Chattar,25.6263327,88.6367497
LRP016c,15.38,"Side Road, Left",R 585 to Gobindaganj,25.6259438,88.6366941
LRP016d,15.625,Rail Road Crossing,Dinajpur Rail,25.6241382,88.6359997
LRPE,15.975,Others,End of road at RHD km Sing board Dinajpur 0km infront of D.C.office Dinajpur.,25.6215827,88.6347497
,,,,,
,,,,,
LRPS,0.0,Others,"Start at Simultola Barobari from N 506, Lalmonirhat",25.8698049,89.51025
LRP001,0.022,Km Post,Burimary 105 km,25.8699716,89.5102222
LRP002,1.022,Km Post,Km post misasing,25.8724993,89.5019444
LRP002a,1.713,Culvert,Box Culvert,25.8724438,89.50475
LRP002b,1.77,Culvert,Masonry Culvert,25.8719438,89.4944441
LRP003,2.01,Km Post,Lalmonirhat 10 km,25.8716938,89.4919441
LRP003a,2.344,Culvert,Masonry Culvert,25.8714716,89.488583
LRP004,3.01,Km Post,Km post missing,25.8703327,89.4817493
LRP004a,3.252,Culvert,Box Culvert,25.8702216,89.4797771
LRP004b,3.886,Bridge,Bridge start,25.8706382,89.4734438
LRP004c,3.9,Bridge,Bridge end,25.8706104,89.4733882
LRP005,4.01,Km Post,Patgram 88 km,25.8709438,89.4722771
LRP006,5.01,Km Post,Km post missing,25.8741104,89.4629444
LRP006a,5.85,Culvert,Box Culvert,25.874666,89.4549444
LRP007,6.01,Km Post,Lalmonirhat 6 km,25.8754716,89.4534167
LRP007a,6.228,Culvert,Box culvert,25.8750549,89.45125
LRP007b,6.494,"Turn off, Right",Turn off right,25.8747216,89.4453052
LRP007c,6.527,Rail Road Crossing,Rail road crossing,25.8748327,89.4483052
LRP008,7.01,Km Post,Km post missing,25.8761104,89.4458886
LRP008a,7.26,Culvert,Masonry Culvert,25.8782216,89.4464997
LRP008b,7.738,Culvert,Box Culvert,25.8826938,89.4469163
LRP009,8.01,Km Post,Burimary 97 km,25.8848052,89.4460552
LRP009a,8.454,Culvert,Box Culvert,25.8869719,89.4423052
LRP009b,8.782,Culvert,Pipe Culvert,25.887833,89.4393886
LRP009c,9.0,Culvert,Masonry Culvert,25.8894997,89.4381663
LRP010,9.1,Km Post,Km post missing,25.8895274,89.4382774
LRP011,10.01,Km Post,Lamonirhat 2 km,25.8954719,89.4337497
LRP012,11.01,Km Post,Km post missing,25.9034444,89.4318049
LRP012a,11.277,Bridge,Bridge start R.C.C,25.9053889,89.4331938
LRP012b,11.289,Bridge,Bridge end R.C.C,25.9053611,89.4332493
LRP012c,11.552,Others,Dual carriage way start,25.9071111,89.433583
LRP013,11.98,Km Post,Hatibandha 51 km,25.9114167,89.433833
LRP013a,12.03,Round About,Right Road to Phulbari (Z 5901),25.9118056,89.433833
LRP013b,12.04,Others,Dual carriage way End,25.9118056,89.417166
LRP013c,12.135,Culvert,Box culvert,25.9119444,89.4327771
LRP013d,12.425,Monument,"Mlkijoddasriti stombho ,Lalmonirhat",25.9118333,89.4298604
LRP013e,12.59,Monument,Sritishoudha Lalmonirhat,25.9113889,89.4283327
LRP014,12.98,Km Post,Km post missing,25.9105833,89.4242216
LRP014a,13.805,"Side Road, Right",Road to Mogalhat ( Z 5907),25.9009167,89.4168882
LRP015,13.99,Km Post,Aditmari 8 km,25.908,89.4150833
LRP016,14.99,Km Post,Km post missing,25.90325,89.4065
LRP016a,15.815,Bridge,Bridge start R.C.C,25.9000556,89.3993886
LRP016b,15.825,Bridge,Bridge end R.C.C,25.9000556,89.3992497
LRP017,16.01,Km Post,Burimary 87 km,25.899333,89.3974441
LRP017a,16.075,Culvert,Box Culvert,25.8989719,89.3970552
LRP017b,16.232,"Side Road, Left",Road to Haragaccha (Z 5902),25.8978608,89.396083
LRP017c,16.7,Culvert,Box Culvert,25.8996663,89.3921386
LRP018,17.01,Km Post,Km post missing,25.9003333,89.3892774
LRP018a,17.47,Culvert,Box Culvert,25.9021944,89.3850274
LRP019,18.01,Km Post,Patgram 74 km,25.9036111,89.379916
LRP020,19.01,Km Post,Km post missing,25.9080556,89.3710827
LRP020a,19.53,Bridge,Baily Bridge start,25.9093611,89.3660278
LRP020b,19.588,Bridge,Baily Bridge end,25.9095556,89.3655278
LRP021,19.98,Km Post,Burimary 85 km,25.91175,89.3625278
LRP022,20.98,Km Post,Km post missing,25.9175549,89.3543889
LRP023,21.91,Km Post,Kaliganj 19 km,25.9238049,89.3490552
LRP023a,22.302,Culvert,Box culvert,25.9250827,89.3459719
LRP024,22.91,Km Post,Km post missing,25.9272493,89.3398886
LRP024a,23.045,Culvert,Box Culvert,25.9276382,89.3391108
LRP025,23.97,Km Post,Hatibandha 39 km,25.9291382,89.3302493
LRP025a,24.154,Culvert,Box culvert,25.929416,89.3283882
LRP026,24.97,Km Post,Km post missing,25.9321382,89.3221382
LRP026a,25.9,Culvert,Pipe Culvert,25.9337497,89.3138056
LRP027,25.95,Km Post,Kaliganj 15 km,25.933833,89.3131111
LRP028,26.95,Km Post,Km post missing,25.9336663,89.3033889
LRP028a,27.761,Culvert,Masonry Culvert,25.9305549,89.2965274
LRP029,27.95,Km Post,Km post missing,25.9297493,89.2947497
LRP029a,28.335,Bridge,Bridge start R.C.C,25.9282771,89.2913886
LRP029b,28.373,Bridge,Bridge end R C C,25.9279438,89.2911386
LRP030,28.95,Km Post,Km post missing,25.923916,89.2874719
LRP030a,29.311,Culvert,Box culvert,25.9213327,89.2854719
LRP031,29.93,Km Post,Kaliganj 11 km,25.9193049,89.2803882
LRP031a,30.039,Culvert,Box culvert,25.9193882,89.279166
LRP032,30.93,Km Post,Km post missing,25.9183327,89.2706382
LRP032a,30.947,Culvert,Masonry culvert,25.9183327,89.2703327
LRP033,31.99,Km Post,Patgram 60 km,25.9198049,89.2603056
LRP033a,32.782,Culvert,Masonry Culvert,25.9233049,89.2550833
LRP034,32.99,Km Post,Km post missing,25.925166,89.2550556
LRP034a,33.374,Culvert,Box culvert,25.9284993,89.2548889
LRP034b,33.5,Culvert,Box culvert,25.9295827,89.2548611
LRP035,33.805,Km Post,Kaliganj 7 km,25.9323604,89.2547778
LRP035a,34.438,Culvert,Slab culvert,25.9378052,89.2536944
LRP036,34.805,Km Post,Km post missing,25.940833,89.2517778
LRP037,35.805,Km Post,Burimary 69 km,25.9481941,89.2460552
LRP037a,36.475,Culvert,Pipe Culvert,25.9529722,89.2423608
LRP038,36.805,Km Post,Km post missing,25.9556111,89.2404441
LRP038a,36.924,Rail Road Crossing,Rail Road crossing,25.9564444,89.2405274
LRP039,37.84,Km Post,Hatibandha 25 km,25.96175,89.2341108
LRP039a,38.69,Culvert,Masonry Culvert,25.9665556,89.2282771
LRP040,38.84,Km Post,Km post missing,25.9819438,89.2267216
LRP041,39.8,Km Post,Burimary 65 km,25.9704993,89.219416
LRP042,40.8,Km Post,Km post missing,25.9691382,89.2095833
LRP042a,41.385,Monument,"Sritishoudha, Kaliganj",25.9681382,89.2038056
LRP042b,41.711,Culvert,Box culvert,25.9692216,89.2009444
LRP043,41.82,Km Post,Hatibandha 21 km,25.9691104,89.2001389
LRP043a,41.858,Rail Road Crossing,Rail Road Crossing,25.9688327,89.1999441
LRP043b,41.961,Culvert,Box Culvert,25.9679993,89.1994719
LRP043c,42.763,Culvert,R.C.C Culvert start,25.9649167,89.1946941
LRP043d,42.773,Culvert,R.C.C Culvert end,25.9649722,89.1946386
LRP044,42.82,Km Post,Km post missing,25.9652778,89.1942774
LRP045,43.82,Km Post,Patgram 48 km,25.972416,89.1889163
LRP046,44.82,Km Post,Km post missing,25.9805549,89.1840274
LRP047,45.82,Km Post,Km post missing,25.9882497,89.1788327
LRP047a,46.156,Culvert,Masonry Culvert,25.9910552,89.1774438
LRP048,46.82,Km Post,Km post missing,25.9967219,89.1754438
LRP048a,47.342,Rail Road Crossing,Rail Road crossing,26.0009722,89.1734716
LRP049,47.99,Km Post,Burimary 57 km,26.0064167,89.171916
LRP050,48.99,Km Post,Km post missing,26.0151944,89.168916
LRP050a,49.73,Bridge,Bridge start,26.0209993,89.1663333
LRP050b,49.744,Bridge,Bridge end,26.0210827,89.16625
LRP051,50.0,Km Post,Hatibandha 13 km,26.0231938,89.1650278
LRP051a,50.142,Rail Road Crossing,Rail Road Crossing,26.0239993,89.1642222
LRP052,51.0,Km Post,Km post missing,26.0298882,89.1611389
LRP053,52.15,Km Post,Burimary 53 km,26.0398608,89.1618333
LRP053a,52.713,Culvert,R.C C culvert,26.0441386,89.1585833
LRP053b,52.928,Culvert,Masonry Culvert,26.0447774,89.15675
LRP054,53.15,Km Post,Km post missing,26.0466663,89.1560556
LRP054a,53.98,Culvert,Masonry Culvert,26.0531389,89.1520833
LRP055,54.05,Km Post,Hatibandha 09 km,26.0539167,89.1514444
LRP056,55.05,Km Post,Km post missing,26.0607222,89.1448608
LRP057,56.02,Km Post,Patgram 36 km,26.0685827,89.1404441
LRP058,57.02,Km Post,Km post missing,26.0758327,89.1367497
LRP059,58.02,Km Post,Hatibandha 05 km,26.0841941,89.1353608
LRP060,59.02,Km Post,Km post missing,26.0928608,89.1377774
LRP061,60.02,Km Post,Burimary 45 km,26.10125,89.1405552
LRP062,61.02,Km Post,Km post missing,26.1101944,89.1422497
LRP062a,61.415,Rail Road Crossing,Rail Road Crossing,26.1138889,89.1431386
LRP063,61.93,Km Post,Hatibandha 1 km,26.1183882,89.1422774
LRP063a,62.246,Round About,Round about,26.121166,89.1413886
LRP063b,62.55,Bridge,Bridgr start R.C.C,26.1231938,89.1431941
LRP063c,62.56,Bridge,Bridge end R CC,26.1232771,89.1431663
LRP064,62.93,Km Post,Km post missing,26.1258604,89.1408052
LRP065,63.92,Km Post,Burimary 41 km,26.1338886,89.1377497
LRP066,64.92,Km Post,Km post missing,26.1423886,89.1344441
LRP067,65.99,Km Post,Patgram 26 km,26.1515278,89.1315549
LRP068,66.99,Km Post,Km post missing,26.1604167,89.1284716
LRP069,67.99,Km Post,Burimary 37 km,26.1684993,89.1253604
LRP069a,68.102,Culvert,Pipe Culvert,26.1694716,89.1250549
LRP070,68.99,Km Post,Km post missing,26.1772493,89.1227216
LRP071,69.99,Km Post,Patgram 22 km,26.1856663,89.1196382
LRP071a,70.18,Culvert,Box culvert,26.1874719,89.1188882
LRP071b,70.985,Culvert,Box culvert,26.1938608,89.1155278
