road,chainage,lrp,lat,lon,gap,type,name,length
N5,55.79,LRP056a,23.8616389,89.9608889,BS,Bridge,Bridge start,526.033
N5,56.45,LRP056b,23.8565,89.9576944,BE,Bridge,Bridge end,526.033
N5,56.788,LRP056c,23.854,89.9558611,BS,Bridge,Bridge start,526.033
N5,56.81,LRP056d,23.8538333,89.95575,BE,Bridge,Bridge end,526.033
N5,56.93,LRP057,23.8525278,89.9549444,,KmPost,Paturia 21 km,526.033
N5,57.375,LRP057a,23.8495552,89.9523611,,"SideRoad,Left",Z5064 Baniajuri- Zitka- Harirampur Road,526.033
N5,57.45,LRP057b,23.8491941,89.9518333,BS,Bridge,Bridge start,526.033
N5,57.48,LRP057c,23.849083,89.9515278,BE,Bridge,Bridge end,526.033
N5,57.93,LRP058,23.8490274,89.9477497,,KmPost,Rajbari 51 km,526.033
N5,57.978,LRP058a,23.849083,89.9466108,BS,Bridge,Bridge start,526.033
N5,57.99,LRP058b,23.849083,89.9464997,BE,Bridge,Bridge end,526.033
N5,58.25,LRP058c,23.8493052,89.9446663,,Others,Road safety start,526.033
N5,58.59,LRP058d,23.8503611,89.9413886,,Others,Road safety end,526.033
N5,58.61,LRP058e,23.8505,89.9406386,BS,Bridge,Bridge start,526.033
N5,58.622,LRP058f,23.8505278,89.9405274,BE,Bridge,Bridge end,526.033
N5,58.93,LRP059,23.8509444,89.937583,,KmPost,Paturia 19 km,526.033
N5,59.16,LRP059a,23.8514167,89.9354719,BS,Bridge,Bridge start,526.033
N5,59.172,LRP059b,23.8514167,89.9353608,BE,Bridge,Bridge end,526.033
N5,59.312,LRP059c,23.8517222,89.9340274,,Culvert,Box Culvert,526.033
N5,59.935,LRP060,23.8528889,89.9291104,,KmPost,Faridpur 73 km,526.033
N5,60.123,LRP060a,23.853977874407583,89.92631374407583,BS,Bridge,Bridge start,526.033
N5,60.146,LRP060b,23.8541111,89.9259716,BE,Bridge,Bridge end,526.033
N5,60.33,LRP060c,23.8545833,89.9252216,,Others,Road safety start,526.033
N5,60.54,LRP060d,23.8549722,89.9232493,,Others,Road safety end,526.033
N5,60.837,LRP060e,23.8549167,89.9196938,BS,Bridge,Bridge start,526.033
N5,60.85,LRP060f,23.8549167,89.9195549,BE,Bridge,Bridge end,526.033
N5,60.935,LRP061,23.8547778,89.918416,,KmPost,Paturia 17 km,526.033
N5,61.267,LRP061a,23.8543889,89.9151944,BS,Bridge,Bridge start,526.033
N5,61.28,LRP061b,23.8543889,89.9150833,BE,Bridge,Bridge end,526.033
N5,61.915,LRP062,23.8525278,89.90975,,KmPost,Barisal 203 km,526.033
N5,61.996,LRP062a,23.8522778,89.9085556,BS,Bridge,Bridge start,526.033
N5,62.027,LRP062b,23.8522222,89.9082778,BE,Bridge,Bridge end,526.033
N5,62.572,LRP062c,23.8510833,89.9031111,BS,Bridge,Bridge start,526.033
N5,62.59,LRP062d,23.8510556,89.9029444,BE,Bridge,Bridge end,526.033
N5,62.925,LRP063,23.8503611,89.8996386,,KmPost,Paturia 15 km,526.033
N5,63.64,LRP063a,23.8494997,89.8934163,,Others,Road safety start,526.033
N5,63.84,LRP063b,23.8492219,89.8918886,,Others,Road safety end,526.033
N5,63.925,LRP064,23.8490274,89.8899719,,KmPost,Kushtia 207 km,526.033
N5,64.133,LRP064a,23.8487774,89.8879997,BS,Bridge,Bridge start,526.033
N5,64.181,LRP064b,23.8486941,89.8875552,BE,Bridge,Bridge end,526.033
N5,64.925,LRP065,23.8476386,89.8790549,,KmPost,Paturia 13 km,526.033
N5,65.785,LRP065a,23.8348886,89.8720827,,"SideRoad,Right","R506, Aricha (Barangail) Ghior- Daulatpur- Tangail Road",526.033
N5,65.85,LRP065b,23.8349163,89.8715549,BS,Bridge,Bridge start,526.033
N5,65.867,LRP065c,23.8348886,89.8713604,BE,Bridge,Bridge end,526.033
N5,65.925,LRP066,23.8346663,89.8685271,,KmPost,Jessore 196 km,526.033
N5,66.335,LRP066a,23.8342774,89.8668327,BS,Bridge,Bridge start,526.033
N5,66.377,LRP066b,23.8342497,89.8666111,BE,Bridge,Bridge end,526.033
N5,66.935,LRP067,23.8498052,89.8611111,,KmPost,Paturia 11 km,526.033
N5,67.71,LRP067a,23.848583,89.8536944,,Bridge,Bridge start,526.033
N5,67.712,LRP067b,23.848580776,89.853676624,,Others,Road safety start,526.033
N5,67.76,LRP067c,23.8485274,89.85325,,Bridge,Bridge end,526.033
N5,67.878,LRP067d,23.8479441,89.8508056,,Others,Road safety end,526.033
N5,67.935,LRP068,23.8472774,89.848833,,KmPost,Benapole 233 km,526.033
N5,68.815,LRP068a,23.845833,89.8432219,BS,Bridge,Bridge start,526.033
N5,68.833,LRP068b,23.845833,89.843083,BE,Bridge,Bridge end,526.033
N5,68.935,LRP069,23.8456941,89.8404719,,KmPost,Paturia 9 km,526.033
N5,69.935,LRP070,23.8459163,89.8320271,,KmPost,Khulna 283 km,526.033
N5,70.935,LRP071,23.845583,89.8228882,,KmPost,"Aricha 8 km,Paturia 8 km",526.033
N5,71.235,LRP071a,23.8454719,89.8196382,BS,Bridge,Bridge Start,526.033
N5,71.285,LRP071b,23.8454441,89.8191382,BE,Bridge,Bridge end,526.033
N5,71.9,LRP071c,23.844287710769237,89.81325170384616,,Others,Road safety start,526.033
N5,71.935,LRP072,23.8442219,89.8129167,,KmPost,Rajbari 37 km,526.033
N5,72.0,LRP072a,23.8433052,89.8115833,,Others,Road safety end,526.033
N5,72.095,LRP072b,23.8436386,89.8115,,"SideRoad,Right",N503,526.033
N5,72.58,LRP072c,23.8393886,89.8123889,,Culvert,Box culvert,526.033
N5,72.975,LRP072d,23.8359163,89.8131389,,Culvert,Box Culvert,526.033
N5,73.055,LRP073,23.834833,89.8133611,,KmPost,Paturia 5 km,526.033
N5,73.585,LRP073a,23.8301382,89.8142222,,Culvert,Box culvert,526.033
N5,74.055,LRP074,23.8258882,89.8148889,,KmPost,Faridpur 59 km,526.033
N5,74.18,LRP074a,23.8247771,89.8150556,,Culvert,Box culvert,526.033
N5,74.667,LRP074b,23.8206104,89.8149722,BS,Bridge,Bridge start,526.033
N5,74.695,LRP074c,23.820416,89.8148611,BE,Bridge,Bridge end,526.033
N5,75.075,LRP075,23.8171104,89.8133056,,KmPost,Paturia 3 km,526.033
N5,75.63,LRP075a,23.8121389,89.8109167,,Others,Road safety start,526.033
N5,75.76,LRP075b,23.8128056,89.8112778,,Culvert,Box Culvert,526.033
N5,75.82,LRP075c,23.8105833,89.8105556,,Others,Road safety end,526.033
N5,76.05,LRP076,23.8097778,89.8104722,,KmPost,Barisal 189 km,526.033
N5,76.439,LRP076a,23.8053889,89.8104444,,Culvert,Box culvert,526.033
N5,76.922,LRP076b,23.8010556,89.8103889,,Culvert,Box culvert,526.033
N5,77.05,LRP077,23.799833,89.8103889,,KmPost,Paturia 1 km,526.033
N5,77.308,LRP077a,23.7976386,89.8103889,,Culvert,Box culvert,526.033
N5,77.55,LRP077b,23.7953886,89.8104722,,"SideRoad,Left","Z5066, Shibalay- Harirampur (Jhitka) Road",526.033
N5,77.97,LRP077c,23.7917497,89.8115278,,Culvert,Box culvert,526.033
N5,78.05,LRP078,23.7910274,89.8116667,,KmPost,Km post missing,526.033
N5,78.308,LRP078a,23.7893052,89.8101944,,Others,River,526.033
N5,99.0,LRP098a,23.8986941,89.6600556,,Others / Others,Start RHD Pabna / Ferry ghat (Natakhola),526.033
N5,99.05,LRP099,23.898333,89.6598056,,KmPost,Km post missing,526.033
N5,100.0,LRP099a,23.892833,89.6532222,,Culvert,Box Culvert (2 vent),526.033
N5,100.017,LRP099b,23.8927219,89.6531944,,Culvert,Box Culvert 2vent,526.033
N5,100.04,LRP099c,23.8924997,89.6530556,,"SideRoad,Left",Left N505,526.033
N5,100.05,LRP100,23.8925552,89.6530278,,KmPost,Km post missing,526.033
N5,100.54,LRP100a,23.894174944,89.648522348,,"SideRoad,Left",Left N513,526.033
N5,101.05,LRP101,23.8958608,89.643833,,KmPost,Km post missing,526.033
N5,101.255,LRP101a,23.8966663,89.6419441,,"SideRoad,Left",Left R601,526.033
N5,101.422,LRP101b,23.8974719,89.6406386,,Culvert,Box Culvert,526.033
N5,102.412,LRP102,23.9031389,89.6328604,,KmPost,Kashinathpur 7 km,526.033
N5,102.438,LRP102a,23.9035556,89.6324993,BS,Bridge,Start of bridge R C C,526.033
N5,102.492,LRP102b,23.9036667,89.6323604,BE,Bridge,End of bridge R C C,526.033
N5,103.082,LRP102c,23.9078889,89.6292493,,Culvert,Box Culvert,526.033
N5,103.452,LRP103,23.9106944,89.627416,,KmPost,Kashinathpur 6 km,526.033
N5,103.904,LRP103a,23.9137778,89.6246382,,Culvert,Box culvert,526.033
N5,104.452,LRP104,23.917916,89.6218327,,KmPost,Kashinathpur 5 km,526.033
N5,105.452,LRP105,23.9253327,89.6163056,,KmPost,Km post missing,526.033
N5,105.472,LRP105a,23.9254993,89.6161667,,Culvert,Box Culvert,526.033
N5,106.437,LRP106,23.9328327,89.6112778,,KmPost,Kashinathpur 3 km,526.033
N5,107.447,LRP107,23.930999438039677,89.60694016231038,,KmPost,Kashinathpur 2 km,526.033
N5,108.151,LRP107a,23.9297216,89.6039167,,Culvert,Slab culvert,526.033
N5,108.447,LRP108,23.949083,89.6040556,,KmPost,Kasshinathpur 1 km,526.033
N5,109.447,LRP109,23.9575,89.6068333,,KmPost,Km post missing,526.033
N5,109.472,LRP109a,23.9578611,89.6068889,,"SideRoad,Left / SideRoad,Right",N6 to Pabna / N504 to Nagarbari,526.033
N5,110.804,LRP110,23.9678604,89.6002778,,KmPost,Bogra 108 km,526.033
N5,111.175,LRP110a,23.9712771,89.5997774,,Culvert,Box Culvert,526.033
N5,111.814,LRP111,23.9767771,89.5988608,,KmPost,Rangpur 213 km,526.033
N5,112.111,LRP111a,23.9792771,89.5984719,,"SideRoad,Left",Left Z6028,526.033
N5,112.634,LRP111b,23.9841386,89.5988886,,Culvert,Box Culvert,526.033
N5,112.814,LRP112,23.9857497,89.5991386,,KmPost,Bogra 105 km,526.033
N5,113.814,LRP113,23.9946941,89.6005,,KmPost,Bogra 106 km,526.033
N5,114.281,LRP113a,23.9988052,89.6011389,,Culvert,Masonry Culvert,526.033
N5,114.296,LRP113b,23.9989441,89.6011111,,Culvert,Masonry Culvert,526.033
N5,114.753,LRP113c,24.0029722,89.60175,,Culvert,Box Culvert,526.033
N5,114.814,LRP114,24.0038333,89.6018611,,KmPost,Bogra 107 km,526.033
N5,115.034,LRP114a,24.0056111,89.6021667,,Culvert,Sluice gate,526.033
N5,115.6,LRP114b,24.0105556,89.6028889,,Culvert,Box Culvert,526.033
N5,115.844,LRP115,24.0125556,89.6031667,,KmPost,Rangpur 209 km,526.033
N5,116.582,LRP115a,24.0190827,89.6042778,BS,Bridge,Start of Bridge R C C,526.033
N5,116.601,LRP115b,24.0192493,89.6041667,BE,Bridge,End of Bridge R C C,526.033
N5,116.844,LRP116,24.0214993,89.6045556,,KmPost,Bogra 102 km,526.033
N5,117.864,LRP117,24.0303882,89.6043889,,KmPost,Bogra 101 km,526.033
N5,118.074,LRP117a,24.0321938,89.6041389,BS,Bridge,Start of Bridge (P.C.Girder),526.033
N5,118.164,LRP117b,24.0331104,89.60425,BE,Bridge,End of Bridge (P.C.Girder),526.033
N5,118.864,LRP118,24.0385274,89.6020833,,KmPost,Km post missing,526.033
N5,119.684,LRP118a,24.0456386,89.6041944,BS,Bridge,Start of bridge(P.C.Girder),526.033
N5,119.724,LRP118b,24.0460274,89.6043056,BE,Bridge,End of bridge(P.C.Girder),526.033
N5,119.864,LRP119,24.0472219,89.6046111,,KmPost,Km post missing,526.033
N5,120.126,LRP119a,24.049833,89.6053056,BS,Bridge,Start of bridge (P.C Girder),526.033
N5,120.17,LRP119b,24.0501944,89.6053889,BE,Bridge,End of bridge (P.C. Girder),526.033
N5,120.864,LRP120,24.0558333,89.6069444,,KmPost,Bogra 98 km,526.033
N5,121.864,LRP121,24.0646389,89.6096111,,KmPost,Bogra 97 km,526.033
N5,122.864,LRP122,24.073416,89.6109722,,KmPost,Bogra 96 km,526.033
N5,123.25,LRP122a,24.0763882,89.6091667,,CrossRoad,Z 6026,526.033
N5,123.591,LRP122b,24.0787771,89.6074167,BS,Bridge,Start of Bridge (P.C.Girder),526.033
N5,123.726,LRP122c,24.0797216,89.6066389,BE,Bridge,End of Bridge (P.C.Girder),526.033
N5,123.884,LRP123,24.0808049,89.6055556,,KmPost,Rangpur 201 km,526.033
N5,124.884,LRP124,24.086083,89.61425,,KmPost,Bogra 94 km,526.033
N5,125.017,LRP124a,24.0868886,89.5966663,,Culvert,Box culvert (3 Vent),526.033
N5,125.034,LRP124b,24.0869719,89.5965274,,Culvert,Box Culvert (3 Vent),526.033
N5,125.884,LRP125,24.0919441,89.590083,,KmPost,Bogra 93 km,526.033
N5,126.059,LRP125a,24.0929441,89.5887774,BS,Bridge,Start of Bridge(P.C.Girder),526.033
N5,126.141,LRP125b,24.0933608,89.5882219,BE,Bridge,End of Bridge (P.C Girder),526.033
N5,126.884,LRP126,24.099333,89.5847497,,KmPost,Bogra 92 km,526.033
N5,127.744,LRP126a,24.1063611,89.5814716,,"SideRoad,Left",Z 6027,526.033
N5,127.779,LRP126b,24.1066667,89.5813327,BS,Bridge,Start of bridge,526.033
N5,127.824,LRP126c,24.107,89.5813327,BE,Bridge,End of Bridge,526.033
N5,127.844,LRP126d,24.1071944,89.5810827,,Others / Others,End RHD Pabna / End RHD Pabna,526.033
N5,127.884,LRP127,24.1075833,89.5808882,,KmPost,Rangpur 197 km,526.033
N5,128.012,LRP127a,24.1086389,89.5803604,BS,Bridge,Start of bridge,526.033
N5,128.056,LRP127b,24.109,89.5801938,BE,Bridge,End of bridge,526.033
N5,128.884,LRP128,24.1158056,89.5769716,,KmPost,Bogra 90 km,526.033
N5,129.079,LRP128a,24.1176938,89.5765549,,Culvert,Box Culvert,526.033
N5,129.636,LRP128b,24.1223604,89.577666,BS,Bridge,Start of bridge,526.033
N5,129.656,LRP128c,24.1224716,89.5777216,BE,Bridge,End of Bridge,526.033
N5,129.894,LRP129,24.124416,89.5787771,,KmPost,Bogra 89 km,526.033
N5,130.304,LRP129a,24.1276938,89.5806104,,Culvert,Pipe culvert,526.033
N5,130.374,LRP129b,24.1283327,89.5808327,,"SideRoad,Left",Left Z 6021,526.033
N5,130.544,LRP130,24.1292771,89.5815271,,KmPost,"Bogra 90 km,Rangpur 196 km",526.033
N5,130.641,LRP130a,24.1300271,89.581916,BS,Bridge,Start of Baghabari bridge,526.033
N5,131.227,LRP130b,24.1345552,89.584583,BE,Bridge,End of Bagabari Bridge,526.033
N5,132.0,LRP131,24.1413052,89.5871941,,KmPost,Bogra 87 km,526.033
N5,132.023,LRP131a,24.141583,89.5871941,BS,Bridge,Start of bridge,526.033
N5,132.056,LRP131b,24.1418886,89.5871941,BE,Bridge,End of Bridge,526.033
N5,132.5,LRP131c,24.1458052,89.5869163,BS,Bridge,Start of Bridge,526.033
N5,132.52,LRP131d,24.1459719,89.5868886,BE,Bridge,End of Bridge,526.033
N5,133.0,LRP132,24.1503333,89.5864719,,KmPost,Bogra 86 km,526.033
N5,133.07,LRP132a,24.1509722,89.5864719,BS,Bridge,Start of bridge(R.C.C ),526.033
N5,133.111,LRP132b,24.1513889,89.5864163,BE,Bridge,End of bridge (R.C.C),526.033
N5,134.02,LRP133,24.1593333,89.585833,,KmPost,Rangpur 192 km,526.033
N5,134.285,LRP133a,24.162,89.5859719,BS,Bridge,Start of bridge,526.033
N5,134.315,LRP133b,24.1619444,89.5859163,BE,Bridge,End of bridge,526.033
N5,134.764,LRP133c,24.1660556,89.5860274,BS,Bridge,Start of Bridge,526.033
N5,134.802,LRP133d,24.1663056,89.5860552,BE,Bridge,End of Bridge,526.033
N5,135.03,LRP134,24.1683327,89.5861386,,KmPost,Bogra 84 km,526.033
N5,135.212,LRP134a,24.1699993,89.5862497,BS,Bridge,Start of bridge,526.033
N5,135.239,LRP134b,24.1702493,89.5862497,BE,Bridge,End of bridge,526.033
N5,135.582,LRP134c,24.1733327,89.5863886,,"SideRoad,Right",Right Z 5410,526.033
N5,135.987,LRP134d,24.1769438,89.5870552,BS,Bridge,Start of Bridge (R.C.C),526.033
N5,136.02,LRP134e,24.1772216,89.5871941,BE,Bridge,End of Bridge (R.C.C),526.033
N5,136.03,LRP135,24.177666,89.5874997,,KmPost,Bogra 83 km,526.033
N5,137.06,LRP136,24.1830827,89.5945552,,KmPost,Rangpur 188 km,526.033
N5,137.704,LRP136a,24.1888052,89.5946386,BS,Bridge,Start of Bridge (R.C.C),526.033
N5,137.735,LRP136b,24.189083,89.5949441,BE,Bridge,End of Bridge (R.C.C),526.033
N5,138.05,LRP137,24.1916663,89.5935274,,KmPost,Bogra 81 km,526.033
N5,138.33,LRP137a,24.1939997,89.5929163,,Culvert,Masonry Culvert,526.033
N5,138.731,LRP137b,24.1974163,89.591833,,Culvert,Box Culvert,526.033
N5,139.05,LRP138,24.2003056,89.5909997,,KmPost,Bogra 80 km,526.033
N5,139.266,LRP138a,24.2019722,89.5899163,BS,Bridge,Start of Bridge,526.033
N5,139.312,LRP138b,24.2023889,89.5896663,BE,Bridge,End of Bridge,526.033
N5,139.824,LRP138c,24.206,89.5865274,,Culvert,Box Culvert,526.033
N5,140.05,LRP139,24.2073889,89.5849441,,KmPost,Bogra 79 km,526.033
N5,141.05,LRP140,24.2138333,89.5781382,,KmPost,Rangpur 184 km,526.033
N5,141.102,LRP140a,24.2143333,89.5778882,,Culvert,Box Culvert,526.033
N5,142.05,LRP141,24.2223882,89.5750271,,KmPost,Bogra 77 km,526.033
N5,142.999,LRP141a,24.2308882,89.5743604,BS,Bridge,Start of Bridge,526.033
N5,143.05,LRP141b,24.2313049,89.5743604,BE,Bridge,End of Bridge,526.033
N5,143.06,LRP142,24.2313604,89.5742771,,KmPost,Km post missing,526.033
N5,143.949,LRP142a,24.239333,89.5736104,BS,Bridge,Start of bridge,526.033
N5,143.965,LRP142b,24.2394441,89.5736104,BE,Bridge,End of Bridge,526.033
N5,144.05,LRP143,24.2404441,89.5737771,,KmPost,Bogra 75 km,526.033
N5,145.05,LRP144,24.249083,89.5749716,,KmPost,Rangpur 180 km,526.033
N5,146.05,LRP145,24.2575556,89.5716938,,KmPost,Bogra 73 km,526.033
N5,146.22,LRP145a,24.2590278,89.5713604,BS,Bridge,Start of Bridge (P.C Girder),526.033
N5,146.276,LRP145b,24.2595,89.5712216,BE,Bridge,End of Bridge (P.C. Girder),526.033
N5,146.64,LRP145c,24.2627222,89.5707493,BS,Bridge,Start of Bridge,526.033
N5,146.668,LRP145d,24.2629722,89.5708049,BE,Bridge,End of Bridge,526.033
N5,147.05,LRP146,24.2663889,89.5718327,,KmPost,Bogra 72 km,526.033
N5,147.968,LRP146a,24.2744438,89.573416,,Culvert,Box Culvert,526.033
N5,148.05,LRP147,24.2752216,89.5734993,,KmPost,Bogra 71 km,526.033
N5,148.381,LRP147a,24.2771104,89.5758327,,"SideRoad,Right",Right Z 5058,526.033
N5,149.05,LRP148,24.2827216,89.5761938,,KmPost,Rangpur 176 km,526.033
N5,150.05,LRP149,24.2913052,89.5743327,,KmPost,Km post missing,526.033
N5,150.079,LRP149a,24.2914997,89.5741938,,RailRoadCrossing,Ullahpara Rail Crossing,526.033
N5,150.247,LRP149b,24.2926108,89.5732216,,Culvert,Box Culvert,526.033
N5,151.05,LRP150,24.2984719,89.5689438,,KmPost,Bogra 68 km,526.033
N5,151.096,LRP150a,24.2989163,89.568666,BS,Bridge,Start of Bridge,526.033
N5,151.116,LRP150b,24.2989997,89.5686104,BE,Bridge,End of Bridge,526.033
N5,151.65,LRP150c,24.30325,89.566,,Culvert,Slab Culvert,526.033
N5,151.84,LRP150d,24.3050556,89.5651111,,"SideRoad,Right",N 520,526.033
N5,152.06,LRP151,24.3065278,89.5640833,,KmPost,Bogra 67 km,526.033
N5,152.08,LRP151a,24.3066389,89.5639722,,Culvert,Box culvert (2 Vent),526.033
N5,152.092,LRP151b,24.3066944,89.5639167,,Culvert,Box culvert (2 vent),526.033
N5,152.21,LRP151c,24.3075,89.5633333,,"SideRoad,Left",Left Z 5048,526.033
N5,153.08,LRP152,24.3154722,89.5635833,,KmPost,Rangpur 172 km,526.033
N5,153.507,LRP152a,24.3192216,89.5635556,,Culvert,Box Culvert,526.033
N5,154.08,LRP153,24.3244438,89.5627222,,KmPost,Km post missing,526.033
N5,154.1,LRP153a,24.3245549,89.5626944,,"SideRoad,Right",N 520,526.033
N5,154.118,LRP153b,24.3249993,89.5625,,"SideRoad,Left",Left Z 5046,526.033
N5,154.67,LRP154,24.3298049,89.5626944,,KmPost,Rangpur 170 km,526.033
N5,155.051,LRP154a,24.3330271,89.562,BS,Bridge,Start of Bridge,526.033
N5,155.096,LRP154b,24.3332493,89.5618889,BE,Bridge,End of Bridge,526.033
N5,155.67,LRP155,24.3387497,89.5608611,,KmPost,Km post missing,526.033
N5,156.381,LRP155a,24.3452219,89.5613333,,"SideRoad,Right",Road to Kamarkanda (Z5403),526.033
N5,156.62,LRP156,24.3468608,89.5606667,,KmPost,Bogra 62 km,526.033
N5,156.648,LRP156a,24.346833,89.5604167,BS,Bridge,Start of Bridge,526.033
N5,156.728,LRP156b,24.3471663,89.5596389,BE,Bridge,End of Bridge,526.033
N5,157.62,LRP157,24.3537778,89.5570278,,KmPost,Km post missing,526.033
N5,157.903,LRP157a,24.3559722,89.55575,BS,Bridge,Start of Bridge,526.033
N5,157.926,LRP157b,24.3561667,89.5556389,BE,Bridge,End of bridge,526.033
N5,158.33,LRP157c,24.3593889,89.5538611,BS,Bridge,Start of bridge,526.033
N5,158.55,LRP157d,24.3595556,89.5537778,BE,Bridge,End of Bridge,526.033
N5,158.62,LRP158,24.36175,89.5525556,,KmPost,Bogra 60 km,526.033
N5,158.842,LRP158a,24.3636111,89.5515,BS,Bridge,Start of bridge,526.033
N5,158.87,LRP158b,24.3638056,89.5513889,BE,Bridge,End of bridge,526.033
N5,158.926,LRP158c,24.3642778,89.5511389,BS,Bridge,Start of bridge,526.033
N5,158.95,LRP158d,24.3644444,89.5510278,BE,Bridge,End of bridge,526.033
N5,159.18,LRP158e,24.3662778,89.5500278,,Culvert,Box Culvert,526.033
N5,159.54,LRP158f,24.3693049,89.5487219,BS,Bridge,Start of Bridge,526.033
N5,159.61,LRP158g,24.3698327,89.5484997,BE,Bridge / KmPost,End of Bridge / Km post missing,526.033
N5,159.992,LRP159a,24.3730827,89.5472497,BS,Bridge,Start of bridge,526.033
N5,160.054,LRP159b,24.3736382,89.5470274,BE,Bridge,End of bridge,526.033
N5,160.615,LRP159c,24.3783604,89.5451386,BS,Bridge,Start of bridge,526.033
N5,160.64,LRP159d,24.3785549,89.5451386,BE,Bridge,End of bridge,526.033
N5,160.65,LRP160,24.3786104,89.5450552,,KmPost,Bogra 58 km,526.033
N5,161.262,LRP160a,24.3839163,89.5452219,,Culvert,Box culvert (2 Vent),526.033
N5,161.272,LRP160b,24.3840274,89.5452497,,Culvert,Box culvert (2 Vent),526.033
N5,161.64,LRP161,24.3873052,89.5464163,,KmPost,Km post missing,526.033
N5,161.91,LRP161a,24.3896108,89.5472497,BS,Bridge,Start of Bridge,526.033
N5,161.932,LRP161b,24.3897774,89.547333,BE,Bridge,End of Bridge,526.033
N5,162.155,LRP161c,24.391583,89.5480552,,Culvert,Box Culvert (2 vent),526.033
N5,162.64,LRP162,24.3958052,89.5488886,,KmPost,Bogra 56 km,526.033
N5,163.2,LRP162a,24.4007222,89.5497219,BS,Bridge,Start of bridge,526.033
N5,163.216,LRP162b,24.4008889,89.5497497,BE,Bridge,End of bridge,526.033
N5,163.64,LRP163,24.4047222,89.55075,,KmPost,Km post missing,526.033
N5,164.45,LRP163a,24.4118889,89.5510833,BS,Bridge,Start of bridge,526.033
N5,164.47,LRP163b,24.4120556,89.5510833,BE,Bridge,End of bridge,526.033
N5,164.64,LRP164,24.4136389,89.5508611,,KmPost,Rangpur 160 km,526.033
N5,165.022,LRP164a,24.416666,89.5525,BS,Bridge,Start of bridge,526.033
N5,165.045,LRP164b,24.416916,89.5525,BE,Bridge,End of bridge,526.033
N5,165.31,LRP164c,24.4189716,89.5518333,,"SideRoad,Right / SideRoad,Left",Road to Jamuna bridge (N405) / Road to Bonpara (N507),526.033
N5,165.64,LRP165,24.4217493,89.5505556,,KmPost,Km post missing,526.033
N5,165.693,LRP165a,24.4221382,89.5503611,BS,Bridge,Start of bridge,526.033
N5,165.718,LRP165b,24.4223604,89.55025,BE,Bridge,End of bridge,526.033
N5,166.64,LRP166,24.4303049,89.5471663,,KmPost,Km post missing,526.033
N5,167.137,LRP166a,24.4346386,89.5471663,BS,Bridge,Start of bridge,526.033
N5,167.174,LRP166b,24.4349719,89.5471941,BE,Bridge,End of bridge,526.033
N5,167.64,LRP167,24.4435552,89.5471108,,KmPost,Km post missing,526.033
N5,168.534,LRP167a,24.4392497,89.5465552,BS,Bridge,Start of bridge,526.033
N5,168.6,LRP167b,24.4477219,89.5464719,BE,Bridge,End of bridge,526.033
N5,168.66,LRP168,24.4484163,89.546333,,KmPost,Infor.missing,526.033
N5,169.66,LRP169,24.4571944,89.5439441,,KmPost,Km post missing,526.033
N5,170.66,LRP170,24.4625,89.5366108,,KmPost,Bogra 48 km,526.033
N5,170.714,LRP170a,24.4627222,89.5360552,BS,Bridge,Start of Bridge,526.033
N5,170.761,LRP170b,24.4628889,89.5356941,BE,Bridge,End of Bridge,526.033
N5,171.363,LRP170c,24.4669438,89.5323327,BS,Bridge,Start of Bridge,526.033
N5,171.387,LRP170d,24.4671382,89.5322771,BE,Bridge,End of Bridge,526.033
N5,171.64,LRP171,24.4695271,89.5318604,,KmPost,Km post missing,526.033
N5,172.249,LRP171a,24.4740271,89.5286104,BS,Bridge,Start of bridge,526.033
N5,172.274,LRP171b,24.4742216,89.5284438,BE,Bridge,End of bridge,526.033
N5,172.65,LRP172,24.4767216,89.5258049,,KmPost,Bogra 46 km,526.033
N5,173.255,LRP172a,24.4803604,89.5214438,BS,Bridge,Start of Bridge,526.033
N5,173.381,LRP172b,24.4810827,89.5205549,BE,Bridge,End of Bridge,526.033
N5,173.65,LRP173,24.4825549,89.5182216,,KmPost,Km post missing,526.033
N5,174.65,LRP174,24.4892219,89.5122778,,KmPost,Rangpur 150 km,526.033
